year,imdb,title,Director,director_gender,Writer,writer_gender,Star,star_gender,test,clean_test,binary,budget,domgross,intgross,code,budget_2013$,domgross_2013$,intgross_2013$,period code,decade code,Director Gender,Director Age
2004,tt0343660,50 First Dates,Peter Segal,M,George Wing,M,Adam Sandler,M,men-disagree,men,0,75000000,120776832,196324496,2004FAIL,92489466,148941129,242105970,3,2,,
2011,tt1306980,50/50,Jonathan Levine,M,Will Reiser,M,Joseph Gordon-Levitt,M,men-disagree,men,0,8000000,35016118,41334735,2011FAIL,8285526,36265871,42810004,1,1,,
2002,tt0298203,8 Mile,Curtis Hanson,M,Scott Silver,M,Eminem,M,notalk,notalk,0,41000000,116724075,242924075,2002FAIL,53102348,151178596,314630213,3,2,,
2007,tt0411061,88 Minutes,Jon Avnet,M,Gary Scott Thompson,M,Al Pacino,M,notalk,notalk,0,30000000,16930884,32955399,2007FAIL,33706305,19022584,37026824,2,2,,
1999,tt0134273,8MM,Joel Schumacher,M,Andrew Kevin Walker,M,Nicolas Cage,M,notalk,notalk,0,40000000,36443442,96398826,1999FAIL,55938481,50964770,134810098,4,3,,
2001,tt0268978,A Beautiful Mind,Ron Howard,M,Akiva Goldsman,M,Russell Crowe,M,notalk,notalk,0,78000000,170708996,317668058,2001FAIL,102635985,224626742,418002230,3,2,,
1977,tt0075784,A Bridge Too Far,Richard Attenborough,M,William Goldman,M,Dirk Bogarde,M,notalk,notalk,0,26000000,50800000,50800000,1977FAIL,99921804,195231833,195231833,,,,
1998,tt0120623,A Bug's Life,John Lasseter,M,John Lasseter,M,Kevin Spacey,M,ok,ok,1,45000000,162798565,363095319,1998PASS,64310954,232660690,518911253,4,3,,
2004,tt0356470,A Cinderella Story,Mark Rosman,M,Leigh Dunlap,F,Hilary Duff,F,ok,ok,1,19000000,51438175,70067909,2004PASS,23430665,63433191,86407246,3,2,,
2011,tt1571222,A Dangerous Method,David Cronenberg,M,Christopher Hampton,M,Michael Fassbender,M,dubious,dubious,0,20000000,5702083,14807531,2011FAIL,20713816,5905595,15336023,1,1,,
1992,tt0104257,A Few Good Men,Rob Reiner,M,Aaron Sorkin,M,Tom Cruise,M,notalk,notalk,0,33000000,141340178,236500000,1992FAIL,54791459,234673774,392672121,5,3,,
2013,tt1606378,A Good Day to Die Hard,John Moore,M,Skip Woods,M,Bruce Willis,M,notalk,notalk,0,92000000,67349198,304249198,2013FAIL,92000000,67349198,304249198,1,1,,
2004,tt0359423,A Home at the End of The World,Michael Mayer,M,Michael Cunnigham,M,Colin Farrell,M,dubious,dubious,0,6500000,1029017,1033810,2004FAIL,8015754,1268976,1274887,3,2,,
2001,tt0183790,A Knight's Tale,Brian Helgeland,M,Brian Helgeland,M,Heath Ledger,M,men,men,0,41000000,56083966,100622586,2001FAIL,53949684,73797860,132403823,3,2,,
1992,tt0104694,A League of Their Own,Penny Marshall,F,Kim Wilson,M,Tom Hanks,M,ok,ok,1,40000000,107533925,132440066,1992PASS,66413889,178543655,219896498,5,3,,
1984,tt0087800,A nightmare on Elm Street,Wes Craven,M,Wes Craven,M,Heather Langenkamp,F,men-disagree,men,0,35000000,63075011,117729621,1984FAIL,78450540,141379105,263884353,,,,
2009,tt0971209,A Perfect Getaway,David Twohy,M,David Twohy,M,Milla Jovovich,F,dubious-disagree,dubious,0,14000000,15515460,22815460,2009FAIL,15200242,16845625,24771466,2,2,,
2006,tt0405296,A Scanner Darkly,Richard Linklater,M,Philip K. Dick,M,Keanu Reeves,M,notalk,notalk,0,20000000,5501616,7405084,2006FAIL,23115927,6358748,8558769,2,2,,
2009,tt1019452,A Serious Man,Ethan Coen,M,Joel Coen,M,Michael Stuhlbarg,M,men,men,0,7000000,9228788,30360570,2009FAIL,7600121,10019987,32963430,2,2,,
1997,tt0120133,A Simple Wish,Michael Ritchie,M,Jeff Rothberg,M,Martin Short,M,ok,ok,1,28000000,8165213,8165213,1997PASS,40634668,11849668,11849668,4,3,,
2009,tt1315981,A Single Man,Tom Ford,M,Christopher Isherwood,M,Colin Firth,M,notalk,notalk,0,7000000,9176000,28142379,2009FAIL,7600121,9962673,30555070,2,2,,
2011,tt1268799,A Very Harold & Kumar 3D Christmas,Todd Strauss-Schulson,M,John Hurwitz,M,Kal Penn,M,notalk,notalk,0,20000000,35061031,36265745,2011FAIL,20713816,36312387,37560098,1,1,,
2004,tt0344510,A Very Long Engagement,Jean-Pierre Jeunet,M,Jean-Pierre Jeunet,M,Audrey Tautou,F,ok,ok,1,55000000,6167817,59606587,2004PASS,67825608,7606108,73506419,3,2,,
2002,tt0257360,About Schmidt,Alexander Payne,M,Louis Begley,M,Jack Nicholson,M,notalk,notalk,0,30000000,65005217,105823486,2002FAIL,38855376,84193406,137060380,3,2,,
2013,tt2194499,About Time,Richard Curtis,M,Richard Curtis,M,Domhnall Gleeson,M,ok-disagree,ok,1,12000000,15323921,87324746,2013PASS,12000000,15323921,87324746,1,1,,
2012,tt1611224,Abraham Lincoln: Vampire Hunter,Timur Bekmambetov,M,Seth Grahame-Smith,M,Benjamin Walker,M,dubious-disagree,dubious,0,67500000,37519139,115119139,2012FAIL,68488103,38068365,116804318,1,1,,
1994,tt0109040,Ace Ventura: Pet Detective,Tom Shadyac,M,Jack Bernstein,M,Jim Carrey,M,men,men,0,12000000,72217396,107217396,1994FAIL,18859976,113501532,168509796,5,3,,
2007,tt0445922,Across the Universe,Julie Taymor,F,Dick Clement,M,Evan Rachel Wood,M,ok,ok,1,45000000,24343673,29367143,2007PASS,50559457,27351175,32995262,2,2,,
2012,tt1591479,Act of Valor,Mike McCoy,M,Kurt Johnstad,M,Alex Veadov,M,nowomen,nowomen,0,12000000,70012847,82497035,2012FAIL,12175663,71037735,83704673,1,1,,
1988,tt0094612,Action Jackson,Craig R. Baxley,M,Robert Reneau,M,Carl Weathers,M,notalk,notalk,0,7000000,20257000,20257000,1988FAIL,13787529,39899139,39899139,,,,
2009,tt1185836,Adam,Max Mayer,M,Max Mayer,M,Hugh Dancy,M,men,men,0,3200000,2277396,2828590,2009FAIL,3474341,2472641,3071090,2,2,,
2002,tt0268126,Adaptation,Spike Jonze,M,Susan Orlean,F,Nicolas Cage,M,dubious,dubious,0,18500000,22498520,22498520,2002FAIL,23960815,29139615,29139615,3,2,,
2013,tt1814621,Admission,Paul Weitz,M,Jean Hanff Korelitz,F,Tina Fey,F,ok,ok,1,13000000,18007317,18007317,2013PASS,13000000,18007317,18007317,1,1,,
2009,tt1091722,Adventureland,Greg Mottola,M,Greg Mottola,M,Jesse Eisenberg,M,men-disagree,men,0,9800000,16044025,17144025,2009FAIL,10640170,17419505,18613810,2,2,,
2005,tt0402022,AEon Flux,Karyn Kusama,F,Phil Hay,M,Charlize Theron,F,ok,ok,1,55000000,25857987,47953341,2005PASS,65616822,30849435,57209924,2,2,,
2013,tt1815862,After Earth,M. Night Shyamalan,M,Gary Whitta,M,Jaden Smith,M,notalk,notalk,0,130000000,60522097,244373198,2013FAIL,130000000,60522097,244373198,1,1,,
2009,tt1186830,Agora,Alejandro Amenábar,M,Alejandro Amenábar,M,Rachel Weisz,F,notalk,notalk,0,70000000,619423,38992292,2009FAIL,76001212,672527,42335163,2,2,,
1997,tt0118570,Air Bud,Charles Martin Smith,M,Kevin DiCicco,M,Michael Jeter,M,notalk,notalk,0,3000000,24646936,27788649,1997FAIL,4353714,35768573,40327947,4,3,,
1997,tt0118571,Air Force One,Wolfgang Petersen,M,Andrew W. Marlowe,M,Harrison Ford,M,notalk,notalk,0,85000000,172956409,315268353,1997FAIL,123355241,251000935,457529453,4,3,,
1980,tt0080339,Airplane!,Jim Abrahams,M,Jim Abrahams,M,Robert Hays,M,dubious,dubious,0,3500000,83453539,83453539,1980FAIL,9897188,235987236,235987236,,,,
2009,tt1077262,Ajami,Scandar Copti,M,Scandar Copti,M,Scandar Copti,M,men-disagree,men,0,1000000,621859,621859,2009FAIL,1085732,675172,675172,2,2,,
2006,tt0437800,Akeelah and the Bee,Doug Atchison,M,Doug Atchison,M,Angela Bassett,F,ok,ok,1,8000000,18848430,18959424,2006PASS,9246371,21784947,21913233,2,2,,
1988,tt0094625,Akira,Katsuhiro Otomo,M,Katsuhiro Otomo,M,Mitsuo Iwata,M,notalk,notalk,0,8000000,19585,19585,1988FAIL,15757176,38576,38576,,,,
1992,tt0103639,Aladdin,Ron Clements,M,Ron Clements,M,Robin Williams,M,nowomen,nowomen,0,28000000,217350219,504050219,1992FAIL,46489723,360876835,836898388,5,3,,
2010,tt1014759,Alice in Wonderland,Tim Burton,M,Linda Woolverton,F,Mia Wasikowska,F,ok,ok,1,200000000,334191110,1024391110,2010PASS,213646368,356993585,1094287202,1,1,,
1979,tt0078748,Alien,Ridley Scott,M,Dan O'Bannon,M,Ellen Ripley,F,ok,ok,1,9000000,80930630,203630630,1979PASS,28886103,259752278,653566146,,,,
1992,tt0103644,Alien 3,David Fincher,M,Dan O'Bannon,M,Sigourney Weaver,F,nowomen-disagree,nowomen,0,55000000,54927174,158500000,1992FAIL,91319098,91198182,263165037,5,3,,
1997,tt0118583,Alien: Resurrection,Jean-Pierre Jeunet,M,Dan O'Bannon,M,Sigourney Weaver,F,ok,ok,1,60000000,47795018,160700000,1997PASS,87074287,69361952,233213967,4,3,,
1986,tt0090605,Aliens,James Cameron,M,James Cameron,M,Sigourney Weaver,F,ok-disagree,ok,1,17000000,85160248,183316455,1986PASS,36104000,180860331,389321020,,,,
2009,tt0881891,All About Steve,Phil Traill,M,Kim Barker,F,Sandra Bullock,F,ok,ok,1,15000000,33862903,40127259,2009PASS,16285974,36766024,43567433,2,2,,
2002,tt0286261,All or Nothing,Mike Leigh,M,Mike Leigh,M,Timothy Spall,M,ok,ok,1,9000000,184255,184255,2002PASS,11656613,238643,238643,3,2,,
2000,tt0181875,Almost Famous,Cameron Crowe,M,Cameron Crowe,M,Billy Crudup,M,ok,ok,1,60000000,32522352,47371191,2000PASS,81174503,43999763,64088881,3,2,,
2001,tt0164334,Along Came A Spider,Lee Tamahori,M,James Patterson,M,Morgan Freeman,M,ok,ok,1,28000000,74058698,105159085,2001PASS,36843687,97449838,138373157,3,2,,
1984,tt0086879,Amadeus,Milos Forman,M,Peter Shaffer,M,F. Murray Abraham,M,ok-disagree,ok,1,18000000,51973029,51973029,1984PASS,40345992,116494634,116494634,,,,
1999,tt0169547,American Beauty,Sam Mendes,M,Alan Ball,M,Kevin Spacey,M,ok,ok,1,15000000,130058047,356258047,1999PASS,20976930,181881240,498213351,4,3,,
1973,tt0069704,American Graffiti,George Lucas,M,George Lucas,M,Richard Dreyfuss,M,men,men,0,777000,115000000,140000000,1973FAIL,4074506,603047833,734145189,,,,
1998,tt0120586,American History X,Tony Kaye,M,David McKenna,M,Edward Norton,M,men-disagree,men,0,10000000,6719864,6719864,1998FAIL,14291323,9603575,9603575,4,3,,
2013,tt1800241,American Hustle,David O. Russell,M,Eric Warren Singer,M,Christian Bale,M,ok-disagree,ok,1,40000000,148430908,249484909,2013PASS,40000000,148430908,249484909,1,1,,
2001,tt0244000,American Outlaws,Les Mayfield,M,Roderick Taylor,M,Colin Farrell,M,notalk,notalk,0,35000000,13264986,13264986,2001FAIL,46054609,17454678,17454678,3,2,,
1999,tt0163651,American Pie,Paul Weitz,M,Adam Herz,M,Jason Biggs,M,men,men,0,12000000,101800948,234723148,1999FAIL,16781544,142364760,328251410,4,3,,
2000,tt0144084,American Psycho,Mary Harron,F,Bret Easton Ellis,M,Christian Bale,M,notalk-disagree,notalk,0,8000000,15070285,28674417,2000FAIL,10823267,20388715,38793859,3,2,,
2012,tt1602620,Amour,Michael Haneke,M,Michael Haneke,M,Jean-Louis Trintignant,M,dubious-disagree,dubious,0,9700000,6738954,25915719,2012FAIL,9841994,6837603,26295088,1,1,,
2009,tt1174732,An Education,Lone Scherfig,F,Lynn Barber,F,Carey Mulligan,F,ok,ok,1,7500000,12574914,29652736,2009PASS,8142987,13652981,32194912,2,2,,
1999,tt0122933,Analyze This,Harold Ramis,M,Kenneth Lonergan,M,Robert De Niro,M,notalk,notalk,0,30000000,106885658,176885658,1999FAIL,41953861,149475534,247367876,4,3,,
1997,tt0118617,Anastasia,Don Bluth,M,Susan Gauthier,F,Meg Ryan,F,ok,ok,1,53000000,58403409,139801410,1997PASS,76915621,84757254,202885136,4,3,,
2004,tt0357413,Anchorman: The Legend of Ron Burgundy,Adam McKay,M,Will Ferrell,M,Will Ferrell,M,men-disagree,men,0,25000000,84136909,89366354,2004FAIL,30829822,103757037,110205951,3,2,,
2009,tt0808151,Angels &amp; Demons,Ron Howard,M,David Koepp,M,Tom Hanks,M,nowomen,nowomen,0,150000000,133375846,490875846,2009FAIL,162859739,144810370,532959416,2,2,,
1978,tt0077975,Animal House,John Landis,M,Douglas Kenney,M,John Belushi,M,men,men,0,3000000,141600000,141600000,1978FAIL,10712118,505611968,505611968,,,,
2010,tt1313092,Animal Kingdom,David Michôd,M,David Michôd,M,James Frecheville,M,notalk,notalk,0,4200000,1044039,8078683,2010FAIL,4486574,1115276,8629906,1,1,,
1999,tt0166485,Anna and the King,Andy Tennant,M,Anna Leonowens,F,Jodie Foster,F,men,men,0,75000000,39251128,39251128,1999FAIL,104884652,54891212,54891212,4,3,,
2012,tt1781769,Anna Karenina,Bernard Rose,M,Lev Tolstoy,M,Sophie Marceau,F,men-disagree,men,0,49000000,12816367,70735540,2012FAIL,49717290,13003980,71771007,1,1,,
1977,tt0075686,Annie Hall,Woody Allen,M,Woody Allen,M,Woody Allen,M,ok,ok,1,4000000,38251425,38251425,1977PASS,15372585,147005823,147005823,,,,
2011,tt1549572,Another Earth,Mike Cahill,M,Mike Cahill,M,Brit Marling,F,ok,ok,1,175000,1321194,1781194,2011PASS,181246,1368348,1844766,1,1,,
2010,tt1431181,Another Year,Mike Leigh,M,Mike Leigh,M,Jim Broadbent,M,ok,ok,1,8000000,3205706,18505706,2010PASS,8545855,3424437,19768384,1,1,,
2001,tt0218817,Antitrust,Peter Howitt,M,Howard Franklin,M,Ryan Phillippe,M,men,men,0,30000000,10965209,17865209,2001FAIL,39475379,14428526,23507863,3,2,,
2002,tt0168786,Antwone Fisher,Denzel Washington,M,Antwone Fisher,M,Denzel Washington,M,notalk,notalk,0,12500000,21078145,23367586,2002FAIL,16189740,27299975,30265212,3,2,,
1999,tt0149691,Anywhere But Here,Wayne Wang,M,Mona Simpson,F,Susan Sarandon,F,dubious,dubious,0,23000000,18653615,18653615,1999FAIL,32164627,26086372,26086372,4,3,,
1979,tt0078788,Apocalypse Now,Francis Ford Coppola,M,John Milius,M,Martin Sheen,M,nowomen-disagree,nowomen,0,31500000,78800000,78800000,1979FAIL,101101360,252913878,252913878,,,,
1995,tt0112384,Apollo 13,Ron Howard,M,Jim Lovell,M,Tom Hanks,M,ok-disagree,ok,1,65000000,172070496,334100000,1995PASS,99370665,263057839,510765217,4,3,,
2011,tt1772240,Apollo 18,Gonzalo López-Gallego,M,Brian Miller,M,Warren Christie,M,nowomen,nowomen,0,5000000,17686929,26517819,2011FAIL,5178454,18318189,27464261,1,1,,
2008,tt0800308,Appaloosa,Ed Harris,M,Robert Knott,M,Ed Harris,M,notalk,notalk,0,20000000,20211394,27735474,2008FAIL,21645126,21873909,30016892,2,2,,
2006,tt0429591,Aquamarine,Elizabeth Allen Rosenbaum,F,John Quaintance,M,Emma Roberts,F,ok,ok,1,12000000,18597342,22978953,2006PASS,13869556,21494740,26558990,2,2,,
2012,tt1024648,Argo,Ben Affleck,M,Chris Terrio,M,Ben Affleck,M,ok-disagree,ok,1,44500000,136025503,221300694,2012PASS,45151416,138016721,224540219,1,1,,
1998,tt0120591,Armageddon,Michael Bay,M,Jonathan Hensleigh,M,Bruce Willis,M,notalk,notalk,0,140000000,201578182,554600000,1998FAIL,200078524,288081893,792596781,4,3,,
2009,tt0913354,Armored,Nimrod Antal,M,James V Simpson,M,Laurence Fishburne,M,nowomen,nowomen,0,20000000,15988876,23661038,2009FAIL,21714632,17359628,25689537,2,2,,
1992,tt0106308,Army of Darkness,Sam Raimi,M,Sam Raimi,M,Bruce Campbell,M,men-disagree,men,0,11000000,11502976,21502976,1992FAIL,18263820,19098934,35702407,5,3,,
2004,tt0327437,Around the World in 80 Days,Frank Coraci,M,Jules Verne,M,Jackie Chan,M,notalk,notalk,0,110000000,24004159,72004159,2004FAIL,135651216,29601758,88795016,3,2,,
2011,tt1430607,Arthur Christmas,Sarah Smith,F,Peter Baynham,M,James McAvoy,M,notalk,notalk,0,85000000,46462469,147624649,2011FAIL,88033717,48120751,152893489,1,1,,
2001,tt0212720,Artificial Intelligence: AI,Stephen Spielberg,M,Ian Watson,M,Haley Joal Osment,M,notalk,notalk,0,90000000,78616689,235900000,2001FAIL,118426136,103447452,310408061,3,2,,
1997,tt0119822,As Good as It Gets,James L. Brooks,M,Mark Andrus,M,Jack Nicholson,M,ok,ok,1,50000000,148478011,314111923,1997PASS,72561906,215476950,455851198,4,3,,
1995,tt0112401,Assassins,Richard Donner,M,Lilly Wachowski,F,Sylvester Stallone,M,notalk,notalk,0,50000000,30306268,83306268,1995FAIL,76438973,46331600,127356911,4,3,,
2005,tt0398712,Assault on Precinct 13,Jean-François Richet,M,John Carpenter,M,Ethan Hawke,M,ok,ok,1,30000000,20040895,36040895,2005PASS,35790994,23909452,42997982,2,2,,
1976,tt0074156,Assault on Precinct 13,John Carpenter,M,John Carpenter,M,Austin Stoker,M,notalk,notalk,0,30000000,20040895,36040895,1976FAIL,122754817,82003880,147473116,,,,
2009,tt0375568,Astro Boy,David Bowers,M,Osamu Tezuka,M,Freddie Highmore,M,dubious,dubious,0,65000000,19551067,44093014,2009FAIL,70572554,21227211,47873178,2,2,,
2001,tt0230011,Atlantis: The Lost Empire,Gary Trousdale,M,Tab Murphy,M,Michael J. Fox,M,notalk-disagree,notalk,0,90000000,84052762,186049020,2001FAIL,118426136,110600487,244811851,3,2,,
2007,tt0783233,Atonement,Joe Wright,M,Ian McEwan,M,Keira Knightley,F,ok,ok,1,30000000,50980159,130200290,2007PASS,33706305,57278425,146285687,2,2,,
2011,tt1478964,Attack the Block,Joe Cornish,M,Joe Cornish,M,John Boyega,M,ok-disagree,ok,1,13000000,1024175,5406422,2011PASS,13463980,1060729,5599381,1,1,,
1996,tt0115591,August,Anthony Hopkins,M,Anton Checkhow,M,Anthony Hopkins,M,dubious,dubious,0,3400000,12636,12636,1996FAIL,5049561,18767,18767,4,3,,
2013,tt1322269,August: Osage County,John Wells,M,Tracy Letts,M,Meryl Streep,F,ok,ok,1,25000000,37304874,50304874,2013PASS,25000000,37304874,50304874,1,1,,
2002,tt0295178,Austin Powers in Goldmember,Jay Roach,M,Mike Myers,M,Mike Myers,M,notalk,notalk,0,63000000,213117789,292738626,2002FAIL,81596291,276025731,379148984,3,2,,
1997,tt0118655,Austin Powers: International Man of Mystery,Jay Roach,M,Mike Myers,M,Mike Myers,M,men,men,0,18000000,53883989,67683989,1997FAIL,26122286,78198499,98225585,4,3,,
1999,tt0145660,Austin Powers: The Spy Who Shagged Me,Jay Roach,M,Mike Myers,M,Mike Myers,M,notalk-disagree,notalk,0,35000000,206040085,310332636,1999FAIL,48946171,288139235,433988407,4,3,,
2008,tt0455824,Australia,Baz Luhrmann,M,Stuart Beattie,M,Nicole Kidman,F,men,men,0,130000000,49554002,215080810,2008FAIL,140693320,53630131,232772564,2,2,,
2009,tt0499549,Avatar,James Cameron,M,James Cameron,M,Sam Worthington,M,men-disagree,men,0,425000000,760507625,2783918982,2009FAIL,461435929,825707158,3022588801,2,2,,
2004,tt0370263,AVP: Alien vs. Predator,Paul W.S. Anderson,M,Randy Stradley,M,Lance Henriksen,M,dubious-disagree,dubious,0,70000000,80281096,172543519,2004FAIL,86323501,99002076,212779439,3,2,,
2009,tt1176740,Away We Go,Sam Mendes,M,Dave Eggers,M,John Krasinski,M,ok,ok,1,21000000,9451946,10108016,2009PASS,22800364,10262276,10974592,2,2,,
2008,tt0871426,Baby Mama,Michael McCullers,M,Michael McCullers,M,Tina Fey,F,ok,ok,1,30000000,60494212,64391484,2008PASS,32467689,65470243,69688090,2,2,,
1985,tt0088763,Back to the Future,Robert Zemeckis,M,Robert Zemeckis,M,Michael J. Fox,M,notalk-disagree,notalk,0,19000000,210609762,383874862,1985FAIL,41136059,455981879,831110482,,,,
1989,tt0096874,Back to the Future Part II,Robert Zemeckis,M,Robert Zemeckis,M,Michael J. Fox,M,ok,ok,1,40000000,118450002,332000000,1989PASS,75183554,222637302,624023495,,,,
1990,tt0099088,Back to the Future Part III,Robert Zemeckis,M,Robert Zemeckis,M,Michael J. Fox,M,notalk,notalk,0,40000000,87666629,243700000,1990FAIL,71319016,156307443,434511105,5,3,,
2011,tt1284575,Bad Teacher,Jake Kasdan,M,Gene Stupnitsky,M,Cameron Diaz,F,ok-disagree,ok,1,19000000,100292856,216412265,2011PASS,19678125,103872387,224136189,1,1,,
2004,tt0414852,Banlieue 13,Pierre Morel,M,Luc Besson,M,David Belle,M,nowomen,nowomen,0,15000000,1200216,11208291,2004FAIL,18497893,1480098,13821985,3,2,,
2010,tt1423894,Barney&#39;s Version,Richard J. Lewis,M,Mordecai Richler,M,Paul Giamatti,M,ok,ok,1,30000000,7502560,8845575,2010PASS,32046955,8014473,9449125,1,1,,
1975,tt0072684,Barry Lyndon,Stanley Kubrick,M,Stanley Kubrick,M,Ryan O'Neal,M,notalk,notalk,0,11000000,20000000,20000000,1975FAIL,47609104,86562007,86562007,,,,
1989,tt0096895,Batman,Tim Burton,M,Bob Kane,M,Michael Keaton,M,notalk,notalk,0,35000000,251188924,411348924,1989FAIL,65785609,472131898,773166847,,,,
1997,tt0118688,Batman &amp; Robin,Joel Schumacher,M,Bob Kane,M,Arnold Schwarzenegger,M,men-disagree,men,0,125000000,107325195,238317814,1997FAIL,181404766,155754415,345855898,4,3,,
2005,tt0372784,Batman Begins,Christopher Nolan,M,Bob Kane,M,Christian Bale,F,notalk,notalk,0,150000000,205343774,373298774,2005FAIL,178954969,244981925,445357804,2,2,,
1995,tt0112462,Batman Forever,Joel Schumacher,M,Bob Kane,M,Val Kilmer,M,notalk,notalk,0,100000000,184031112,336529144,1995FAIL,152877946,281342983,514478842,4,3,,
1992,tt0103776,Batman Returns,Tim Burton,M,Bob Kane,M,Michael Keaton,M,nowomen-disagree,nowomen,0,80000000,162833635,266824291,1992FAIL,132827779,270360376,443020974,5,3,,
2011,tt1217613,Battle: Los Angeles,Jonathan Liebesman,M,Christopher Bertolini,M,Aaron Eckhart,M,notalk-disagree,notalk,0,70000000,83552429,212005201,2011FAIL,72498355,86534481,219571833,1,1,,
2012,tt1440129,Battleship,Peter Berg,M,Jon Hoeber,M,Alexander Skarsgård,M,notalk-disagree,notalk,0,209000000,65235400,304142720,2012FAIL,212059460,66190353,308594933,1,1,,
2008,tt0799934,Be Kind Rewind,Michel Gondry,M,Michel Gondry,M,Jack Black,M,notalk,notalk,0,20000000,11175164,30894247,2008FAIL,21645126,12094392,33435494,2,2,,
2011,tt1152398,Beastly,Daniel Barnz,M,Daniel Barnz,M,Alex Pettyfer,M,notalk,notalk,0,17000000,27865571,38028230,2011FAIL,17606743,28860115,39385487,1,1,,
2012,tt2125435,Beasts of the Southern Wild,Benh Zeitlin,M,Lucy Alibar,F,Quvenzhané Wallis,F,dubious-disagree,dubious,0,1800000,12795746,21080058,2012FAIL,1826349,12983057,21388640,1,1,,
2013,tt1559547,Beautiful Creatures,Richard LaGravenese,M,Richard LaGravenese,M,Alice Englert,F,ok,ok,1,50000000,19452138,55940671,2013PASS,50000000,19452138,55940671,1,1,,
2000,tt0221889,Beautiful Creatures,Bill Eagles,M,Simon Donald,M,Rachel Weisz,F,ok,ok,1,50000000,19452138,55940671,2000PASS,67645419,26316961,75682603,3,2,,
1991,tt0101414,Beauty and the Beast,Bill Condon,M,Stephen Chbosky,M,Emma Watson,F,ok-disagree,ok,1,20000000,218951625,451421625,1991PASS,34216807,374591278,772310338,5,3,,
2005,tt0388500,Beauty Shop,Bille Woodruff,M,Elizabeth Hunter,F,Queen Latifah,F,ok,ok,1,25000000,36351350,38351350,2005PASS,29825828,43368365,45754431,2,2,,
2007,tt0416508,Becoming Jane,Julian Jarrold,M,Jane Austen,F,Anne Hathaway,F,ok,ok,1,16500000,18663911,39364948,2007PASS,18538467,20969716,44228231,2,2,,
2008,tt0960731,Bedtime Stories,Adam Shankman,M,Matt Lopez,M,Adam Sandler,M,ok,ok,1,80000000,110101975,218357961,2008PASS,86580505,119158557,236319281,2,2,,
1988,tt0094721,Beetle Juice,Tim Burton,M,Michael McDowell,M,Alec Baldwin,M,ok,ok,1,15000000,73326666,73326666,1988PASS,29544705,144427648,144427648,,,,
1995,tt0112471,Before Sunrise,Richard Linklater,M,Richard Linklater,M,Ethan Hawke,M,nowomen,nowomen,0,2500000,5274005,5274005,1995FAIL,3821949,8062791,8062791,4,3,,
2004,tt0381681,Before Sunset,Richard Linklater,M,Richard Linklater,M,Ethan Hawke,M,nowomen,nowomen,0,2000000,5792822,11293790,2004FAIL,2466386,7143667,13927421,3,2,,
2010,tt1532503,Beginners,Mike Mills,M,Mike Mills,M,Ewan McGregor,M,notalk,notalk,0,3200000,5790894,11564267,2010FAIL,3418342,6186017,12353318,1,1,,
1999,tt0120601,Being John Malkovich,Spike Jonze,M,Charlie Kaufman,M,John Cusack,M,ok,ok,1,13000000,22858926,32382381,1999PASS,18180006,31967340,45285530,4,3,,
1998,tt0120603,Beloved,Jonathan Demme,M,Toni Morrison,F,Oprah Winfrey,F,ok,ok,1,53000000,22852487,22852487,1998PASS,75744013,32659228,32659228,4,3,,
2002,tt0286499,Bend It Like Beckham,Gurinder Chadha,M,Gurinder Chadha,F,Parminder Nagra,F,ok,ok,1,5600000,32543449,76730377,2002PASS,7253004,42149599,99379590,3,2,,
